FoodGroup,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
Animal source,172,25.78,6.43,1.11,0,0,4296,0.84,21.13,2.7,0.77,560,13.925,2.313,0.292,10,0.535,12.88,27,0.375,442,88.2,4.01
Animal source,112,23.57,1.95,0,0,0,7,0.857,0.51,0,0.07,8,9.708,0.105,0.062,3,0.058,0.77,29,0.006,227,22.1,1.76
Animal source,151,31.69,2.71,0,0,0,9,1.08,0.7,0,0.1,8,12.55,0.135,0.082,6,0.067,1.02,35,0.006,290,31.4,2.2
Animal source,138,28.99,2.48,0,0,0,8,0.908,0.67,0,0.09,7,10.707,0.145,0.067,6,0.061,0.78,35,0.006,264,28,2.19
Animal source,150,18.73,8.34,0,0,0,22,0.35,1.2,0,0.11,7,5.417,0.185,0.067,21,0.107,1.17,21,0.008,193,19,2.53
Animal source,213,27.1,11.6,0,0,0,30,0.497,1.9,0,0.18,7,8.095,0.262,0.088,31,0.166,1.56,29,0.01,259,28.4,3.77
Animal source,207,25.86,11.45,0,0,0,31,0.471,1.8,0,0.13,7,6.64,0.232,0.08,29,0.161,1.73,25,0.011,210,27.5,3.71
Animal source,180,16.9,12.54,0,0,0,30,0.485,1.3,0,0.08,6,5.075,0.177,0.067,33,0.123,1.32,19,0.009,179,24.6,2.75
Animal source,258,25.11,17.45,0,0,0,35,0.462,1.6,0,0.09,7,7.72,0.26,0.08,49,0.194,1.98,28,0.015,263,36.1,3.56
Animal source,249,25.88,16.2,0,0,0,29,0.383,1.4,0,0.07,7,6.632,0.232,0.067,48,0.256,2.04,25,0.016,235,35.1,3.25
Animal source,149,23.93,5.95,0,0,0,7,0.372,0.41,0,0.17,5,5.046,0.18,0.088,12,0.063,0.94,22,0.018,184,27.9,2.54
Animal source,176,24.55,8.63,0,0,0,8,0.436,0.42,0,0.17,5,5.742,0.182,0.087,12,0.049,1.27,25,0.017,201,29.2,1.87
Animal source,443,14.61,42.76,0,0,0,48,0.179,0.45,0,0.19,3,3.4,0.055,0.05,9,0.04,1,14,0.018,130,16,0.74
Animal source,440,9.58,44.23,0.79,0,0,59,0.116,0.65,0,0.27,2,2.565,0.032,0.04,6,0.038,0.37,8,0.014,95,10.1,0.65
Animal source,462,16.57,43.99,0,0,0,54,0.197,0.5,0,0.23,3,3.917,0.062,0.052,10,0.045,0.9,16,0.02,151,17.4,0.86
Animal source,187,22.72,10.73,0,0,0,12,0.347,0.41,0,0.17,4,4.832,0.164,0.083,12,0.06,0.94,21,0.018,177,26.4,2.3
Animal source,229,22.57,15.43,0,0,0,16,0.385,0.43,0,0.17,4,5.276,0.157,0.08,11,0.048,1.21,23,0.018,187,26.6,1.64
Animal source,106,19.19,3.26,0,0,0,8,0.385,0.42,0,0.4,3,4.94,0.243,0.098,9,0.061,0.72,16,0.01,143,22.4,2
Animal source,146,25.34,5,0,0,0,6,0.413,0.41,0,0.23,4,5.913,0.297,0.102,12,0.08,1.1,20,0.009,197,30.8,2.64
Animal source,149,22.99,6.33,0,0,0,7,0.31,0.31,0,0.17,4,5.07,0.16,0.08,14,0.049,0.78,21,0.014,170,29.8,2.34
Animal source,164,23,7.96,0,0,0,8,0.308,0.34,0,0.24,4,6.33,0.14,0.08,12,0.052,1.07,24,0.017,203,27.2,1.86
Animal source,110,19.11,3.69,0,0,0,6,0.433,0.56,0,0.26,3,5.3,0.23,0.087,8,0.053,0.6,21,0.009,175,20.9,1.53
Animal source,164,24.23,7.73,0,0,0,8,0.444,0.37,0,0.36,4,6.343,0.272,0.091,10,0.074,0.98,24,0.011,202,33.7,1.9
Animal source,403,12.26,38.94,1,0,0,44,0.144,0.27,0,0.18,2,3.3,0.04,0.05,14,0.029,0.65,12,0.016,112,15.6,0.63
Animal source,386,11.11,37.9,0.01,0,0,56,0.113,0.68,0,0.44,2,2.655,0.06,0.035,7,0.03,0.51,7,0.006,88,10.8,0.62
Animal source,420,20.31,37.6,0.44,0,0,53,0.185,0.56,0,0.45,3,4.045,0.125,0.057,15,0.068,1.17,18,0.013,176,20,1.51
Animal source,183,21.55,10.71,0.13,0,0,12,0.288,0.3,0,0.17,4,4.832,0.144,0.076,14,0.046,0.76,20,0.014,162,27.9,2.11
Animal source,146,18.03,8.24,0,0,0,15,0.346,0.45,0,0.4,3,4.612,0.217,0.089,8,0.057,0.69,15,0.009,135,20.8,1.8
Animal source,180,24.72,9,0.05,0,0,12,0.385,0.43,0,0.26,4,5.684,0.276,0.096,13,0.079,1.11,20,0.01,194,29.5,2.5
Animal source,215,20.7,14.62,0.21,0,0,15,0.273,0.32,0,0.23,4,5.679,0.119,0.074,12,0.047,0.98,21,0.016,183,24.7,1.6
Animal source,197,16.56,14.58,0,0,0,22,0.331,0.6,0,0.32,3,4.458,0.176,0.071,8,0.046,0.57,16,0.008,147,17.7,1.24
Animal source,214,23.47,13.81,0.09,0,0,17,0.394,0.41,0,0.38,4,5.898,0.243,0.084,11,0.073,1.02,23,0.011,197,31.1,1.82
Animal source,212,21.85,13.87,0.31,0.31,0,15,0.121,0.61,0,0.24,7,5.175,0.181,0.069,33,0.067,0.82,18,0,212,41.1,1.74
Animal source,114,19.27,4.12,0.1,0.1,0,13,0.425,2.05,0,0.12,0,5.745,0.247,0.06,15,0.106,0.9,21,0.01,191,22.4,2.68
Animal source,158,26.1,6,0,0,0,5,0.435,1.65,0,0.07,8,6.827,0.335,0.056,16,0.128,1.07,24,0.017,208,31.4,3.4
Animal source,101,21.54,1.66,0,0.05,0,6,0.775,0.63,0,0.06,0,9.924,0.145,0.033,14,0.052,0.54,25,0.007,236,22.7,1.3
Animal source,127,26.97,2.08,0,0,0,3,0.697,1.7,0,0.06,9,11.75,0.208,0.038,13,0.062,0.55,30,0.011,255,30.2,1.49
Animal source,381,12.29,36.8,0.21,0.1,0,85,0.16,0.88,0,0.09,0,3.26,0.095,0.016,13,0.046,0.57,9,0.008,99,10.1,0.82
Animal source,451,22.15,40.31,0,0,0,79,0.29,1.59,0,0.15,7,7.295,0.235,0.024,25,0.068,1.08,28,0.025,244,21.1,1.61
Animal source,169,17.84,10.83,0.15,0.1,0,28,0.37,1.81,0,0.11,0,5.235,0.216,0.051,14,0.094,0.83,18,0.01,172,19.9,2.3
Animal source,199,25.55,10.81,0,0,0,16,0.415,1.64,0,0.08,8,6.893,0.321,0.052,17,0.119,1.08,25,0.018,213,30,3.15
Animal source,147,20.02,7.42,0.14,0.06,0,19,0.675,0.67,0,0.07,0,8.832,0.137,0.03,14,0.051,0.54,22,0.007,214,20.6,1.22
Animal source,157,26.52,5.64,0,0,0,10,0.659,1.69,0,0.07,8,11.336,0.211,0.036,14,0.062,0.6,30,0.013,254,29.3,1.5
Animal source,105,20.87,2.39,0.14,0.06,0,8,0.672,1.05,0,0.08,0,8.69,0.175,0.041,14,0.068,0.64,24,0.008,223,22.6,1.7
Animal source,140,26.61,3.7,0,0,0,4,0.589,1.68,0,0.06,8,9.721,0.261,0.045,14,0.089,0.77,27,0.014,235,30.7,2.28
Animal source,158,19.03,9.1,0.15,0.08,0,23,0.54,1.16,0,0.09,0,7.246,0.17,0.039,14,0.069,0.67,21,0.008,195,20.2,1.68
Animal source,176,26.09,8.01,0,0,0,13,0.554,1.67,0,0.07,8,9.436,0.257,0.043,15,0.087,0.81,27,0.015,236,29.6,2.2
Animal source,111,21.99,2.53,0,0,0,5,0.84,0.33,0,0.1,7,10,0.155,0.049,8,0.043,0.41,25,0.005,181,22.3,1.1
Animal source,130,27.94,2.08,0,0,0,3,0.734,0.3,0,0.08,9,11.5,0.195,0.045,15,0.057,0.59,27,0.006,219,28.9,1.33
Animal source,114,23.34,2.33,0,0,0,5,0.814,1.35,0,0.09,0,10.295,0.165,0.052,9,0.054,0.76,27,0.006,185,22.1,1.16
Animal source,136,29.51,1.97,0,0,0,3,0.83,1.76,0,0.06,9,11.75,0.19,0.043,14,0.06,0.97,28,0.005,253,30.7,1.52
Animal source,112,22.48,2.49,0,0,0,5,0.705,0.92,0,0.11,0,6.377,0.127,0.038,6,0.047,0.6,19,0.005,147,21.6,2.61
Animal source,170,30.17,5.51,0,0,0,8,0.654,1.25,0,0.17,10,8.47,0.18,0.039,12,0.059,0.82,21,0.004,180,30.6,3.24
Animal source,380,14.35,35.83,0,0,0,79,0.114,1.95,0,0.08,0,2.745,0.08,0.026,4,0.041,0.76,7,0.003,80,11.2,0.88
Animal source,414,24.58,35.03,0,0,0,59,0.287,1.85,0,0.13,0,5.4,0.235,0.046,6,0.057,1.65,24,0.009,230,20.2,1.65
Animal source,118,20.52,3.97,0,0,0,20,0.361,1.9,0,0.19,0,5.003,0.3,0.051,10,0.082,1.18,22,0.006,158,21.2,3.12
Animal source,116,20.6,3.69,0,0,0,19,0.482,2.17,0,0.18,0,6.183,0.307,0.059,4,0.083,1.42,22,0.006,177,21.5,2.95
Animal source,127,26.97,2.08,0,0,0,3,0.697,0.79,0,0.06,7,11.75,0.208,0.038,13,0.062,0.55,30,0.011,255,30.2,1.49
Animal source,114,19.27,4.12,0.15,0.1,0,13,0.425,2.05,0,0.12,0,5.745,0.247,0.06,15,0.106,0.9,21,0.01,191,22.4,2.68
Animal source,127,26.97,2.08,0,0,0,3,0.697,1.7,0,0.06,6,11.75,0.208,0.038,13,0.062,0.55,30,0.011,255,30.2,1.49
Animal source,101,21.54,1.66,0.14,0.05,0,6,0.775,0.63,0,0.06,0,9.924,0.145,0.033,14,0.052,0.54,25,0.007,236,22.7,1.3
Animal source,159,25.14,6.25,0.46,0,0,6,0.484,1.63,0,0.07,8,6.903,0.323,0.05,4,0.094,1.59,23,0.006,200,29.3,3.26
Animal source,173,28.61,6.52,0,0,0,6,0.41,2.53,0,0.07,9,5.593,0.353,0.065,17,0.112,1.57,24,0.007,193,31,4.5
Animal source,114,19.27,4.12,0.15,0.1,0,13,0.425,2.05,0,0.12,0,5.745,0.247,0.06,15,0.106,0.9,21,0.01,191,22.4,2.68
Animal source,158,26.1,6,0,0,0,5,0.435,1.65,0,0.07,8,6.827,0.335,0.056,16,0.128,1.07,24,0.017,208,31.4,3.4
Animal source,114,19.27,4.12,0.15,0.1,0,13,0.425,2.05,0,0.12,0,5.745,0.247,0.06,15,0.106,0.9,21,0.01,191,22.4,2.68
Animal source,144,20.79,6.75,0.03,0.01,0,15,0.756,0.4,0,0.1,7,9.171,0.148,0.045,9,0.043,0.43,23,0.005,171,20.8,1.07
Animal source,158,26.1,6,0,0,0,5,0.435,1.65,0,0.07,8,6.827,0.335,0.056,16,0.128,1.07,24,0.017,208,31.4,3.4
Animal source,101,21.54,1.66,0.14,0.05,0,6,0.775,0.63,0,0.06,0,9.924,0.145,0.033,14,0.052,0.54,25,0.007,236,22.7,1.3
Animal source,127,26.97,2.08,0,0,0,3,0.697,1.7,0,0.06,9,11.75,0.208,0.038,13,0.062,0.55,30,0.011,255,30.2,1.49
Animal source,155,21.88,7.45,0,0,0,16,0.724,1.28,0,0.09,7,9.4,0.157,0.048,9,0.054,0.77,24,0.006,176,20.4,1.15
Animal source,164,29.01,5.33,0.05,0,0,10,0.789,1.75,0,0.07,9,11.614,0.199,0.042,15,0.064,1.03,29,0.006,251,29.8,1.57
Animal source,202,19.53,13.79,0.05,0.03,0,30,0.538,0.91,0,0.1,6,5.61,0.121,0.033,8,0.049,0.68,17,0.007,139,18,2.14
Animal source,235,28.74,13.29,0.13,0,0,24,0.59,1.36,0,0.17,9,8.876,0.205,0.037,14,0.07,1,24,0.007,192,28.4,2.99
Animal source,141,19.96,6.84,0,0,0,26,0.339,1.9,0,0.18,6,4.8,0.28,0.049,9,0.079,1.14,21,0.006,151,20.3,2.92
Animal source,197,28.21,9.37,0,0,0,11,0.398,2.46,0,0.08,9,5.574,0.341,0.063,16,0.107,1.58,24,0.007,196,29.9,4.22
Animal source,108,23.66,1.48,0.14,0.05,0,6,0.813,0.63,0,0.06,0,9.924,0.145,0.042,11,0.07,0.73,28,0.011,201,22.7,1.28
Animal source,139,30.13,2.08,0,0,0,3,0.807,1.9,0,0.06,10,11.75,0.205,0.035,9,0.063,0.71,32,0.011,230,30.2,1.72
Animal source,108,21.28,2.5,0.15,0.1,0,13,0.44,2.05,0,0.12,0,5.696,0.255,0.062,11,0.092,1.04,25,0.014,176,22.4,2.59
Animal source,165,27.71,6.04,0,0,0,5,0.438,1.65,0,0.07,9,6.685,0.375,0.06,17,0.127,1.43,27,0.016,212,31.4,3.51
Animal source,161,19.54,9.16,0,0,0,29,0.419,2.13,0,0.16,0,5.599,0.268,0.053,4,0.076,1.31,20,0.006,161,19.8,2.6
Animal source,183,23.95,9.5,0.41,0,0,14,0.444,1.67,0,0.07,8,6.446,0.297,0.047,4,0.089,1.5,21,0.006,187,27.3,3
Animal source,206,16.86,15.41,0.15,0.1,0,38,0.333,1.65,0,0.11,0,4.887,0.194,0.045,14,0.085,0.78,17,0.009,159,18.1,2.04
Animal source,205,25.8,11.36,0,0,0,22,0.598,1.68,0,0.09,6,10.669,0.215,0.034,15,0.063,0.68,29,0.015,252,28,1.52
Animal source,157,32.06,3.24,0,0,0,10,0.921,0.2,0,0.33,0,9.45,0.187,0.098,6,0.044,0.49,32,0.012,241,31.9,0.96
Animal source,151,30.54,3.17,0,0,0,0,1.157,0.21,0,0.54,0,12.133,0.213,0.107,5,0.042,0.45,34,0.012,258,28.4,0.9
Animal source,145,28.24,3.61,0,0,0,9,0.962,0.17,0,0.42,0,9.173,0.167,0.075,5,0.034,0.43,28,0.011,217,40.2,0.8
Animal source,148,29.5,3.39,0,0,0,10,0.984,0.2,0,0.33,0,11.067,0.227,0.079,6,0.034,0.43,31,0.011,249,42.4,0.82
Animal source,131,20.35,4.84,0,0,0,15,0.143,0.62,0,0.57,9,14.024,0.256,0.055,147,0.211,3.25,41,0.07,174,36.5,1.72
Animal source,210,28.89,9.71,0,0,0,12,0.203,0.88,0,3.33,13,19.903,0.363,0.078,232,0.339,4.63,69,0.1,252,68.1,2.44
Animal source,114,18.86,3.69,0,0,0,30,0.12,2,2,0,15,1.25,0.074,0.075,80,0.093,1.49,30,0.889,200,12.6,0.65
Animal source,97,17.73,2.33,0,0,0,27,0.3,3.82,0,0,9,2.1,0.03,0.1,15,0.031,0.84,40,0.015,198,36.5,0.4
Animal source,124,20.04,4.24,0,0,0,120,0.402,5.39,0,0,2,5.95,0.08,0.058,7,0.053,0.48,33,0.021,227,36.5,0.81
Animal source,90,19.31,0.81,0,0,0,5,0.3,0.8,0,0,1,1.62,0.141,0.372,50,0.2,0.9,32,0.7,200,12.6,0.76
Animal source,146,17.28,8.02,0,0,0,30,0.3,1.9,0,0,15,4.5,0.15,0.12,22,0.054,0.5,25,0.015,240,36.5,0.77
Animal source,127,17.83,5.6,0,0,0,9,0.19,1.53,1.6,0.63,15,1.64,0.055,0.115,41,0.057,1.24,29,0.042,415,12.6,1.48
Animal source,162,22.86,7.17,0,0,0,10,0.219,1.47,1.6,0,17,2.1,0.07,0.14,52,0.073,1.59,38,0.05,531,16.2,1.9
Animal source,95,16.38,2.82,0,0,0,15,0.116,2.23,0.7,0,10,1.907,0.072,0.21,14,0.034,0.3,23,0.025,209,12.6,0.51
Animal source,229,18.09,13.33,8.04,0,0.7,8,0.19,1.9,0,0,39,2.282,0.133,0.073,44,0.101,1.43,27,0.04,216,13.9,0.86
Animal source,264,24.6,17.9,4,0,0,271,0.32,20,0,1.89,50,0.12,0.62,0.19,275,0.11,11.88,300,0.05,356,65.5,0.95
Animal source,98,18.99,1.91,0,0,0,30,0.3,1,0,0,15,2.51,0.1,0.088,12,0.072,0.4,17,0.067,152,12.6,0.37
Animal source,177,16.36,11.9,0,0,0,283,0.268,4.26,0,0.22,2,2.31,0.159,0.046,26,0.215,0.49,17,0.021,150,18.1,0.3
Animal source,82,17.81,0.67,0,0,0,12,0.245,0.91,1,0.64,7,2.063,0.065,0.076,16,0.028,0.38,32,0.015,203,33.1,0.45
Animal source,105,22.83,0.86,0,0,0,14,0.283,1.05,1,0.81,8,2.513,0.079,0.088,14,0.036,0.49,42,0.02,138,37.6,0.58
Animal source,105,22.76,0.86,0,0,0,14,0.282,1.05,1,0.82,8,2.505,0.079,0.087,21,0.037,0.49,41,0.02,260,38.1,0.58
Animal source,290,62.82,2.37,0,0,0,42,0.864,10,3.5,2.84,25,7.5,0.24,0.268,160,0.176,2.5,133,0.05,950,147.8,1.59
Animal source,69,15.27,0.41,0,0,0,2,0.117,1.98,0,0.54,7,1.095,0.045,0.033,8,0.019,0.16,20,0.012,281,22.9,0.31
Animal source,104,17.78,3.17,0,0,0,12,0.3,2.5,0,1.29,15,4.2,0.095,0.075,15,0.042,0.37,40,0.025,210,36.5,0.42
Animal source,221,18.2,12.67,7.54,0,0.4,23,0.26,2.1,0,0,45,4.3,0.13,0.09,32,0.065,0.86,42,0.08,217,38.8,0.52
Animal source,87,18.99,0.69,0,0,0,18,0.387,1.04,0,0,2,2.686,0.133,0.042,10,0.018,0.83,31,0.015,204,36.5,0.38
Animal source,85,18.5,0.7,0,0,0,54,0.4,0.6,0,0,5,6.1,0.07,0.02,15,0.041,1.13,30,0.015,143,36.5,0.46
Animal source,119,17.54,4.93,0,0,0,51,0.3,2,1,0,15,2.35,0.17,0.07,60,0.232,0.9,30,0.7,180,12.6,0.66
Animal source,184,18.44,11.66,0,0,0,1043,0.067,3,1.8,4,15,3.5,0.04,0.15,20,0.023,0.5,20,0.035,216,6.5,1.62
Animal source,236,23.65,14.95,0,0,0,1137,0.077,2.89,1.8,0,17,4.487,0.051,0.183,26,0.029,0.64,26,0.04,277,8.3,2.08
Animal source,277,11.01,16.23,21.66,1.65,1.5,4,0.078,0.96,0,6.88,24,1.536,0.116,0.122,16,0.059,0.84,25,0.182,191,15.7,0.42
Animal source,70,12.41,1.93,0,0,0,10,0.098,1.13,0,0.63,5,1.04,0.02,0.022,21,0.019,0.18,18,0.014,252,26.6,0.32
Animal source,86,15.24,2.37,0,0,0,12,0.115,1.31,0,0.77,6,1.278,0.025,0.026,25,0.023,0.23,22,0.017,309,32.6,0.39
Animal source,84,9.07,1.73,7.41,0,0,27,0.08,0.84,0.8,0,3,1,0.059,0.065,23,0.195,2.48,9,0.073,73,10.5,0.82
Animal source,92,19.38,1.02,0,0,0,43,0.3,0.6,0,0,9,0.313,0.005,0.07,27,0.02,0.89,31,0.014,162,36.5,0.48
Animal source,118,24.84,1.3,0,0,0,50,0.35,0.69,0,0,10,0.381,0.006,0.081,21,0.045,1.14,37,0.012,143,46.8,0.51
Animal source,74,16.32,0.45,0,0,0,17,0.281,1.83,0,0.45,12,3.363,0.057,0.02,11,0.021,0.17,21,0.011,227,25.9,0.32
Animal source,90,19.99,0.55,0,0,0,21,0.327,2.13,0,0.55,13,4.119,0.069,0.023,14,0.026,0.21,26,0.013,278,31.7,0.4
Animal source,116,25.23,0.96,0,0,0,24,0.4,1.6,0,0.55,15,5.073,0.049,0.047,49,0.042,1.4,54,0.03,251,42.9,0.5
Animal source,91,18.56,1.33,0,0,0,20,0.548,1.1,0,0.61,12,6.513,0.03,0.05,7,0.023,0.16,23,0.011,236,45.6,0.36
Animal source,111,22.54,1.61,0,0,0,24,0.632,1.27,0,0.74,14,7.911,0.036,0.058,9,0.028,0.2,28,0.013,287,55.4,0.43
Animal source,186,14.37,13.84,0,0,0,14,0.42,1,0,0.73,1,1.5,0.08,0.06,3,0.03,0.66,26,0.012,164,36.5,0.4
Animal source,158,17.96,9.04,0,0,0,28,0.302,13.67,0.7,1.07,10,3.217,0.233,0.092,57,0.092,1.1,32,0.035,236,36.5,0.99
Animal source,203,23.03,11.59,0,0,0,36,0.348,13.14,0.7,1.37,12,4.124,0.299,0.112,74,0.118,1.41,41,0.04,303,46.8,1.27
Animal source,262,14.19,18,9.64,7.71,0,258,0.17,4.27,0,1.71,2,3.3,0.139,0.036,77,0.105,1.22,8,0.04,89,58.5,0.53
Animal source,217,24.58,12.37,0,0,0,40,0.413,18.7,1,1.54,14,4.402,0.319,0.126,84,0.135,1.51,46,0.05,325,52.6,1.36
Animal source,195,16.39,13.88,0,0,0,32,0.45,10,0,0,5,2.2,0.2,0.06,83,0.078,1.12,32,0.045,228,36.5,0.53
Animal source,87,18.99,0.64,0,0,0,30,0.304,0.56,0,0,7,2.3,0.19,0.11,34,0.11,0.65,63,0.03,198,36.5,0.78
Animal source,85,17.66,1.06,0,0,0,15,0.3,3.6,0,0,9,1.9,0.114,0.03,14,0.027,0.32,26,0.02,201,36.5,0.45
Animal source,205,18.6,13.89,0,0,0,50,0.399,8.71,0.4,1.52,1,9.08,0.312,0.176,12,0.073,1.63,76,0.015,217,44.1,0.63
Animal source,262,23.85,17.81,0,0,0,54,0.46,19,0.4,0,2,6.85,0.412,0.159,15,0.094,1.57,97,0.02,278,51.6,0.94
Animal source,156,23.19,6.3,0,0,0,130,0.21,6.94,0.9,1.03,5,6.18,0.212,0.04,241,0.147,2.04,37,0.04,301,37.7,1.02
Animal source,105,20.28,2,0,0,0,218,0.442,15.6,1.6,0,8,8.59,0.476,0.1,31,0.026,1.78,32,0.005,248,36.5,0.56
Animal source,158,20.07,7.89,0,0,0,19,0.33,4.4,2,1,2,8.32,0.421,0.111,23,0.093,1.16,28,0.015,125,36.5,0.67
Animal source,139,19.29,6.3,0,0,0,39,0.4,2.4,1.6,0.69,1,2.3,0.17,0.13,11,0.055,0.44,33,0.014,205,36.5,0.49
Animal source,158,23.59,6.32,0,0,0,33,0.46,7,1.6,0,1,5,0.21,0.13,13,0.065,0.74,38,0.012,271,40.6,0.62
Animal source,148,20.53,6.73,0,0,0,30,0.423,3.4,0,0,16,6.44,0.054,0.013,51,0.034,0.32,30,0.02,162,12.6,0.82
Animal source,76,14.48,1.52,0,0,0,12,0.24,0.9,1,0,7,2.1,0.06,0.025,8,0.028,0.32,21,0.024,200,36.5,0.41
Animal source,117,19.35,3.79,0,0,0,37,0.425,0.22,1.2,1,9,5.2,0.08,0.09,41,0.051,1.02,29,0.016,221,36.5,0.52
Animal source,150,24.81,4.86,0,0,0,42,0.49,0.25,1.2,0,10,6.3,0.1,0.1,31,0.141,1.41,33,0.022,244,46.8,0.88
Animal source,79,15.31,1.54,0,0,0,12,0.073,1.5,0,0.76,9,1.005,0.048,0.04,28,0.021,0.22,23,0.011,248,28.6,0.29
Animal source,96,18.51,1.87,0,0,0,15,0.084,1.72,0,0.91,10,1.215,0.057,0.046,34,0.026,0.27,27,0.013,300,34.6,0.35
Animal source,79,16.64,0.91,0,0,0,12,0.24,0.9,0,0,7,2.1,0.06,0.08,10,0.032,0.28,13,0.015,200,36.5,1.03
Animal source,91,19.39,0.92,0,0,0,9,0.12,1.9,1.7,0.2,5,1.52,0.1,0.07,80,0.15,0.9,30,0.7,200,12.6,1.11
Animal source,117,24.86,1.18,0,0,0,10,0.14,2.2,1.7,0,6,1.9,0.12,0.08,102,0.192,1.16,38,0.9,257,16.1,1.43
Animal source,88,19.26,0.69,0,0,0,21,0.117,2,3.8,0.2,15,2.3,0.063,0.058,57,0.051,0.55,31,0.24,220,12.6,0.67
Animal source,113,24.69,0.88,0,0,0,24,0.135,2.3,3.8,0,17,2.8,0.077,0.067,73,0.065,0.71,40,0.31,282,16.2,0.86
Animal source,93,19.14,1.22,0,0,0,21,0.12,2,0,0,15,2.3,0.16,0.27,110,0.178,1.3,30,0.8,210,12.6,0.62
Animal source,92,19.44,0.98,0,0,0,14,0.287,3.19,0,0.23,3,3.27,0.185,0.047,60,0.05,0.46,67,0.015,221,36.5,0.47
Animal source,56,12.19,0.41,0,0,0,3,0.069,1.63,0,0.49,3,0.653,0.08,0.03,15,0.031,0.22,16,0.011,284,15.9,0.31
Animal source,111,23.48,1.18,0,0,0,17,0.329,3.66,0,0.28,3,3.949,0.223,0.054,72,0.06,0.56,81,0.018,267,44.1,0.57
Animal source,164,18.48,9.47,0,0,0,40,0.2,1.3,0,0.18,15,3,0.12,0.56,22,0.038,0.6,27,0.013,195,36.5,0.72
Animal source,211,23.69,12.14,0,0,0,36,0.23,1.2,0,0,17,3.8,0.15,0.68,43,0.078,0.67,31,0.025,341,46.8,0.69
Animal source,90,18.36,1.34,0,0,0,4,0.21,1.39,0,0.36,9,2.393,0.187,0.023,14,0.034,0.3,27,0.011,205,63,0.36
Animal source,109,22.23,1.62,0,0,0,5,0.241,1.59,0,0.44,10,2.897,0.226,0.027,17,0.041,0.36,33,0.013,248,76.2,0.43
Animal source,143,22.32,6.42,1.5,0,0,90,0.16,10,16,7,80,1.8,0.74,0.24,22,0.1,0.6,20,0.01,402,40.3,1
Animal source,76,16.41,0.7,0,0,0,21,0.052,0.38,0,1.2,26,1.53,0.045,0.031,9,0.075,1.01,17,0.05,107,66.7,0.23
Animal source,195,13.41,15.3,0,0,0,93,0.3,1.5,0,0,15,4,0.09,0.1,35,0.022,1.28,55,0.015,168,36.5,0.32
Animal source,257,17.65,20.14,0,0,0,122,0.39,2,0,0,20,5.3,0.12,0.13,50,0.036,1.69,74,0.02,222,50.2,0.43
Animal source,142,19.84,6.34,0,0,0,12,0.818,3.18,0,0,25,7.86,0.38,0.226,12,0.25,0.8,29,0.016,200,36.5,0.64
Animal source,117,18.28,4.32,0,0,0,26,0.278,3.26,0,1.35,2,4.72,0.101,0.023,11,0.23,0.85,18,0.017,164,32.4,0.31
Animal source,179,19.93,10.43,0,0,0,136,0.4,1.3,4,1.22,30,8.42,0.113,0.054,26,0.041,0.25,95,0.015,289,36.5,0.44
Animal source,120,20.14,3.77,0,0,0,30,0.4,3,0,1.09,4,7,0.18,0.08,11,0.055,0.55,22,0.015,283,36.5,0.47
Animal source,141,21.43,5.5,0,0,0,18,0.38,4.4,0,1.6,20,7,0.16,0.02,249,0.1,0.7,30,0.02,354,43.3,1
Animal source,146,21.62,5.93,0,0,0,40,0.549,4.17,1,0.73,9,7.23,0.14,0.113,36,0.051,0.56,31,0.014,262,36.5,0.41
Animal source,184,27.36,7.5,0,0,0,32,0.556,4.48,1,0,9,7.779,0.159,0.115,46,0.065,0.71,35,0.018,298,46.2,0.52
Animal source,127,20.5,4.4,0,0,0,35,0.611,4.15,0,0.4,4,7.995,0.105,0.08,7,0.063,0.38,27,0.011,261,31.4,0.39
Animal source,129,19.68,4.97,0,0,0,17,0.3,4.4,0,0.64,15,6.536,0.186,0.023,215,0.069,0.64,30,0.024,337,33.2,0.76
Animal source,142,21.31,5.61,0,0,0,58,0.612,5.95,0,0.95,8,8.138,0.118,0.18,10,0.061,0.42,30,0.011,266,30.6,0.42
Animal source,169,25.4,6.69,0,0,0,69,0.693,5.67,0,1.14,9,9.698,0.14,0.215,12,0.072,0.5,36,0.013,317,36.5,0.5
Animal source,167,23.59,7.39,0,0,0,55,0.119,5.5,0,2.07,4,7.621,0.212,0.032,232,0.072,0.65,31,0.029,338,34.3,0.84
Animal source,208,24.62,11.45,0,0,0,32,0.167,8.94,0,2.04,10,5.245,0.227,0.08,382,0.186,2.92,39,0.108,490,52.7,1.31
Animal source,185,20.86,10.45,0.54,0.43,0.1,34,0.123,9,1,1.38,24,4.2,0.233,0.044,240,0.272,2.3,34,0.206,366,40.6,1.4
Animal source,105,18.88,2.73,0,0,0,27,0.3,1.4,0,0.5,15,4.1,0.1,0.11,40,0.051,0.53,23,0.035,185,36.5,0.48
Animal source,97,18.43,2,0,0,0,46,0.4,0.3,0,0.84,5,1.6,0.12,0.11,10,0.019,0.29,41,0.015,194,36.5,0.4
